Date,Event,Price,Price/Sq_Ft,Source,listing_page
01/03/2023,Listed,"$320,000 ",$428 ,Austin,https://www.realtor.com/realestateandhomes-detail/1105-Richardine-Ave_Austin_TX_78721_M70803-52225
01/02/2023,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1105-Richardine-Ave_Austin_TX_78721_M70803-52225
10/21/2022,Price Changed,"$340,000 ",$455 ,Austin,https://www.realtor.com/realestateandhomes-detail/1105-Richardine-Ave_Austin_TX_78721_M70803-52225
10/01/2022,Listed,"$380,000 ",$508 ,Austin,https://www.realtor.com/realestateandhomes-detail/1105-Richardine-Ave_Austin_TX_78721_M70803-52225
10/02/2022,Price Changed,"$549,000 ",$343 ,Austin,https://www.realtor.com/realestateandhomes-detail/1423-Berene-Ave_Austin_TX_78721_M81729-76178
08/19/2022,Price Changed,"$599,000 ",$374 ,Austin,https://www.realtor.com/realestateandhomes-detail/1423-Berene-Ave_Austin_TX_78721_M81729-76178
05/14/2022,Listed,"$659,000 ",$412 ,Austin,https://www.realtor.com/realestateandhomes-detail/1423-Berene-Ave_Austin_TX_78721_M81729-76178
04/07/2020,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1423-Berene-Ave_Austin_TX_78721_M81729-76178
01/16/2020,Listed,"$399,000 ",$249 ,Austin,https://www.realtor.com/realestateandhomes-detail/1423-Berene-Ave_Austin_TX_78721_M81729-76178
11/08/1993,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1423-Berene-Ave_Austin_TX_78721_M81729-76178
11/29/2022,Price Changed,"$550,000 ",$249 ,Houston,https://www.realtor.com/realestateandhomes-detail/4701-Bandera-Rd_Austin_TX_78721_M81934-92745
11/29/2022,Price Changed,"$550,000 ",$249 ,Austin,https://www.realtor.com/realestateandhomes-detail/4701-Bandera-Rd_Austin_TX_78721_M81934-92745
11/07/2022,Listed,"$600,000 ",$272 ,Austin,https://www.realtor.com/realestateandhomes-detail/4701-Bandera-Rd_Austin_TX_78721_M81934-92745
11/07/2022,Listed,"$600,000 ",$272 ,Houston,https://www.realtor.com/realestateandhomes-detail/4701-Bandera-Rd_Austin_TX_78721_M81934-92745
01/28/2013,Listing removed,"$77,800 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/4701-Bandera-Rd_Austin_TX_78721_M81934-92745
10/18/2011,Listing removed,"$48,500 ",$39 ,Austin,https://www.realtor.com/realestateandhomes-detail/4701-Bandera-Rd_Austin_TX_78721_M81934-92745
12/17/2003,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/4701-Bandera-Rd_Austin_TX_78721_M81934-92745
12/17/2022,Relisted,"$995,000 ",$477 ,SanAntonio,https://www.realtor.com/realestateandhomes-detail/4700-Ledesma-Rd-1_Austin_TX_78721_M93362-27670
12/16/2022,Listing removed,- ,- ,SanAntonio,https://www.realtor.com/realestateandhomes-detail/4700-Ledesma-Rd-1_Austin_TX_78721_M93362-27670
12/03/2022,Listed,"$995,000 ",$477 ,SanAntonio,https://www.realtor.com/realestateandhomes-detail/4700-Ledesma-Rd-1_Austin_TX_78721_M93362-27670
11/02/2022,Price Changed,"$995,000 ",$477 ,Austin,https://www.realtor.com/realestateandhomes-detail/4700-Ledesma-Rd-1_Austin_TX_78721_M93362-27670
10/12/2022,Price Changed,"$1,075,000 ",$515 ,Austin,https://www.realtor.com/realestateandhomes-detail/4700-Ledesma-Rd-1_Austin_TX_78721_M93362-27670
09/24/2022,Listed,"$1,149,000 ",$550 ,Austin,https://www.realtor.com/realestateandhomes-detail/4700-Ledesma-Rd-1_Austin_TX_78721_M93362-27670
01/23/2023,Price Changed,"$399,999 ",$833 ,Austin,https://www.realtor.com/realestateandhomes-detail/4707-Reyes-St_Austin_TX_78721_M73511-33381
11/15/2022,Listed,"$420,000 ",$875 ,Austin,https://www.realtor.com/realestateandhomes-detail/4707-Reyes-St_Austin_TX_78721_M73511-33381
01/25/2023,Price Changed,"$875,000 ",$419 ,Austin,https://www.realtor.com/realestateandhomes-detail/5204-Stone-Gate-Dr_Austin_TX_78721_M82245-28458
01/02/2023,Relisted,"$895,000 ",$429 ,Austin,https://www.realtor.com/realestateandhomes-detail/5204-Stone-Gate-Dr_Austin_TX_78721_M82245-28458
12/22/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/5204-Stone-Gate-Dr_Austin_TX_78721_M82245-28458
12/09/2022,Listed,"$895,000 ",$429 ,Austin,https://www.realtor.com/realestateandhomes-detail/5204-Stone-Gate-Dr_Austin_TX_78721_M82245-28458
11/12/2021,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/5204-Stone-Gate-Dr_Austin_TX_78721_M82245-28458
10/20/2010,Listing removed,"$51,000 ",$45 ,Austin,https://www.realtor.com/realestateandhomes-detail/5204-Stone-Gate-Dr_Austin_TX_78721_M82245-28458
08/07/2008,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5204-Stone-Gate-Dr_Austin_TX_78721_M82245-28458
01/26/2023,Relisted,"$668,000 ",$388 ,Austin,https://www.realtor.com/realestateandhomes-detail/5202-Stone-Gate-Dr_Austin_TX_78721_M87817-58392
01/19/2023,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/5202-Stone-Gate-Dr_Austin_TX_78721_M87817-58392
12/14/2022,Price Changed,"$668,000 ",$388 ,Austin,https://www.realtor.com/realestateandhomes-detail/5202-Stone-Gate-Dr_Austin_TX_78721_M87817-58392
10/17/2022,Listed,"$678,000 ",$394 ,Austin,https://www.realtor.com/realestateandhomes-detail/5202-Stone-Gate-Dr_Austin_TX_78721_M87817-58392
10/11/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/5202-Stone-Gate-Dr_Austin_TX_78721_M87817-58392
08/27/2022,Listed,"$699,000 ",$377 ,Austin,https://www.realtor.com/realestateandhomes-detail/5202-Stone-Gate-Dr_Austin_TX_78721_M87817-58392
05/23/2022,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/5202-Stone-Gate-Dr_Austin_TX_78721_M87817-58392
01/10/2023,Listed,"$1,500,000 ",$580 ,Austin,https://www.realtor.com/realestateandhomes-detail/5405-Prock-Ln_Austin_TX_78721_M70033-67605
01/28/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/5405-Prock-Ln_Austin_TX_78721_M70033-67605
11/10/2021,Price Changed,"$1,150,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/5405-Prock-Ln_Austin_TX_78721_M70033-67605
07/29/2021,Listed,"$1,250,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/5405-Prock-Ln_Austin_TX_78721_M70033-67605
04/05/2018,Listing removed,"$850,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/5405-Prock-Ln_Austin_TX_78721_M70033-67605
03/16/2018,Listing removed,"$850,000 ",$328 ,Austin,https://www.realtor.com/realestateandhomes-detail/5405-Prock-Ln_Austin_TX_78721_M70033-67605
05/01/2017,Listed,"$850,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/5405-Prock-Ln_Austin_TX_78721_M70033-67605
12/18/2022,Listed,"$595,000 ",$476 ,Austin,https://www.realtor.com/realestateandhomes-detail/1400-N-Redondo-Dr_Austin_TX_78721_M85253-68707
10/14/2022,Listing removed,"$547,500 ",$438 ,Austin,https://www.realtor.com/realestateandhomes-detail/1400-N-Redondo-Dr_Austin_TX_78721_M85253-68707
10/05/2022,Relisted,"$547,500 ",$438 ,Austin,https://www.realtor.com/realestateandhomes-detail/1400-N-Redondo-Dr_Austin_TX_78721_M85253-68707
09/30/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1400-N-Redondo-Dr_Austin_TX_78721_M85253-68707
08/18/2022,Price Changed,"$547,500 ",$438 ,Austin,https://www.realtor.com/realestateandhomes-detail/1400-N-Redondo-Dr_Austin_TX_78721_M85253-68707
07/30/2022,Listed,"$550,000 ",$440 ,Austin,https://www.realtor.com/realestateandhomes-detail/1400-N-Redondo-Dr_Austin_TX_78721_M85253-68707
06/08/2022,Listed,"$649,999 ",$732 ,Austin,https://www.realtor.com/realestateandhomes-detail/1144-Mason-Ave_Austin_TX_78721_M82336-50910
11/04/2022,Listed,"$599,999 ","$1,111 ",Austin,https://www.realtor.com/realestateandhomes-detail/4811-Santa-Anna-St_Austin_TX_78721_M76727-92697
01/08/2023,Listed for rent,"$2,850 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/1603-Berene-Ave_Austin_TX_78721_M84134-53305
12/31/2022,Listed,"$540,000 ",$323 ,Austin,https://www.realtor.com/realestateandhomes-detail/1603-Berene-Ave_Austin_TX_78721_M84134-53305
12/02/2020,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1603-Berene-Ave_Austin_TX_78721_M84134-53305
12/01/2020,Listing removed,"$400,000 ",$239 ,Austin,https://www.realtor.com/realestateandhomes-detail/1603-Berene-Ave_Austin_TX_78721_M84134-53305
10/24/2020,Relisted,"$400,000 ",$239 ,Austin,https://www.realtor.com/realestateandhomes-detail/1603-Berene-Ave_Austin_TX_78721_M84134-53305
09/13/2020,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1603-Berene-Ave_Austin_TX_78721_M84134-53305
08/28/2020,Listed,"$400,000 ",$239 ,Austin,https://www.realtor.com/realestateandhomes-detail/1603-Berene-Ave_Austin_TX_78721_M84134-53305
01/08/2023,Price Changed,"$555,000 ",$446 ,Austin,https://www.realtor.com/realestateandhomes-detail/1146-Richardine-Ave_Austin_TX_78721_M73761-38828
11/19/2022,Price Changed,"$589,900 ",$474 ,Austin,https://www.realtor.com/realestateandhomes-detail/1146-Richardine-Ave_Austin_TX_78721_M73761-38828
11/02/2022,Listed,"$599,900 ",$482 ,Austin,https://www.realtor.com/realestateandhomes-detail/1146-Richardine-Ave_Austin_TX_78721_M73761-38828
10/15/2019,Listing removed,"$188,500 ",$252 ,Austin,https://www.realtor.com/realestateandhomes-detail/1146-Richardine-Ave_Austin_TX_78721_M73761-38828
08/12/2019,Price Changed,"$188,500 ",$252 ,Austin,https://www.realtor.com/realestateandhomes-detail/1146-Richardine-Ave_Austin_TX_78721_M73761-38828
07/25/2019,Price Changed,"$194,000 ",$259 ,Austin,https://www.realtor.com/realestateandhomes-detail/1146-Richardine-Ave_Austin_TX_78721_M73761-38828
07/03/2019,Listed,"$199,000 ",$266 ,Austin,https://www.realtor.com/realestateandhomes-detail/1146-Richardine-Ave_Austin_TX_78721_M73761-38828
10/14/2022,Price Changed,"$650,000 ",$635 ,Austin,https://www.realtor.com/realestateandhomes-detail/1006-Lott-Ave_Austin_TX_78721_M72757-61346
09/23/2022,Price Changed,"$700,000 ",$684 ,Austin,https://www.realtor.com/realestateandhomes-detail/1006-Lott-Ave_Austin_TX_78721_M72757-61346
08/24/2022,Price Changed,"$750,000 ",$732 ,Austin,https://www.realtor.com/realestateandhomes-detail/1006-Lott-Ave_Austin_TX_78721_M72757-61346
08/11/2022,Price Changed,"$800,000 ",$781 ,Austin,https://www.realtor.com/realestateandhomes-detail/1006-Lott-Ave_Austin_TX_78721_M72757-61346
09/19/2021,Listed,"$650,000 ",$635 ,Austin,https://www.realtor.com/realestateandhomes-detail/1006-Lott-Ave_Austin_TX_78721_M72757-61346
01/07/2023,Price Changed,"$399,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/1121-Spur-St_Austin_TX_78721_M74161-55633
01/07/2023,Price Changed,"$399,000 ",$554 ,Austin,https://www.realtor.com/realestateandhomes-detail/1121-Spur-St_Austin_TX_78721_M74161-55633
12/03/2022,Listed,"$409,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/1121-Spur-St_Austin_TX_78721_M74161-55633
11/25/2022,Price Changed,"$409,000 ",$568 ,Austin,https://www.realtor.com/realestateandhomes-detail/1121-Spur-St_Austin_TX_78721_M74161-55633
11/02/2022,Price Changed,"$414,999 ",$576 ,Austin,https://www.realtor.com/realestateandhomes-detail/1121-Spur-St_Austin_TX_78721_M74161-55633
10/28/2022,Listed,"$424,999 ",$590 ,Austin,https://www.realtor.com/realestateandhomes-detail/1121-Spur-St_Austin_TX_78721_M74161-55633
10/04/2022,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1121-Spur-St_Austin_TX_78721_M74161-55633
12/02/2022,Price Changed,"$590,000 ",$537 ,Austin,https://www.realtor.com/realestateandhomes-detail/1416-Fort-Branch-Blvd-2_Austin_TX_78721_M95307-28889
11/02/2022,Price Changed,"$599,000 ",$545 ,Austin,https://www.realtor.com/realestateandhomes-detail/1416-Fort-Branch-Blvd-2_Austin_TX_78721_M95307-28889
10/11/2022,Price Changed,"$625,000 ",$569 ,Austin,https://www.realtor.com/realestateandhomes-detail/1416-Fort-Branch-Blvd-2_Austin_TX_78721_M95307-28889
10/05/2022,Price Changed,"$629,900 ",$573 ,Austin,https://www.realtor.com/realestateandhomes-detail/1416-Fort-Branch-Blvd-2_Austin_TX_78721_M95307-28889
09/21/2022,Listed,"$634,900 ",$578 ,Austin,https://www.realtor.com/realestateandhomes-detail/1416-Fort-Branch-Blvd-2_Austin_TX_78721_M95307-28889
01/05/2022,Relisted,"$1,100,000 ",$397 ,Austin,https://www.realtor.com/realestateandhomes-detail/1001-Lott-Ave_Austin_TX_78721_M80887-16843
11/17/2021,Listing removed,- ,- ,Austin,https://www.realtor.com/realestateandhomes-detail/1001-Lott-Ave_Austin_TX_78721_M80887-16843
09/03/2021,Listed,"$925,000 ",$333 ,Austin,https://www.realtor.com/realestateandhomes-detail/1001-Lott-Ave_Austin_TX_78721_M80887-16843
02/24/2020,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1001-Lott-Ave_Austin_TX_78721_M80887-16843
11/27/2019,Sold,- ,- ,Public Record,https://www.realtor.com/realestateandhomes-detail/1001-Lott-Ave_Austin_TX_78721_M80887-16843
11/27/2019,Listing removed,"$275,000 ",- ,Austin,https://www.realtor.com/realestateandhomes-detail/1001-Lott-Ave_Austin_TX_78721_M80887-16843
11/27/2019,Listing removed,"$275,000 ",$167 ,Austin,https://www.realtor.com/realestateandhomes-detail/1001-Lott-Ave_Austin_TX_78721_M80887-16843
12/03/2022,Price Changed,"$529,000 ",$413 ,Austin,https://www.realtor.com/realestateandhomes-detail/1104-Brookswood-Ave_Austin_TX_78721_M87741-82033
11/15/2022,Listed,"$549,000 ",$429 ,Austin,https://www.realtor.com/realestateandhomes-detail/1104-Brookswood-Ave_Austin_TX_78721_M87741-82033
03/25/2022,Listing removed,"$2,295 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/1104-Brookswood-Ave_Austin_TX_78721_M87741-82033
03/18/2022,Price Changed for rent,"$2,295 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/1104-Brookswood-Ave_Austin_TX_78721_M87741-82033
03/16/2022,Price Changed for rent,"$2,345 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/1104-Brookswood-Ave_Austin_TX_78721_M87741-82033
03/09/2022,Price Changed for rent,"$2,395 ",$2 ,Austin,https://www.realtor.com/realestateandhomes-detail/1104-Brookswood-Ave_Austin_TX_78721_M87741-82033
